continente,region,nacionalidad,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,accion_migratoria,anual,timeste_1,timeste_2,timeste_3,timeste_4,cuatrimestre_1,cuatrimestre_2,cuatrimestre_3,semestre_1,semestre_2,total_anual,dominicano,covid-19,gasto_timeste_1,gasto_timeste_2,gasto_timeste_3,gasto_timeste_4,gasto_promedio_anual,estadia_trimestre_1,estadia_trimestre_2,estadia_trimestre_3,estadia_trimestre_4,estadia_promedio_anual,proyectado
africa,africa_occidental,cabo_verde,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,camboya,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,camerun,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_norte,canada,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,chad,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,chile,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,china,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,chipre,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,citta_della_estado_del_vaticano,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,colombia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,comoras,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,costa_rica,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,c?te_d'ivoire,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,croacia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,cuba,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,de_las_naciones_unidas,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,de_lla_republica_de_kosovo,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,dinamarca,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,ecuador,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,egipto,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,el_salvador,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,emiratos_arabes_unidos,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,eritrea,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,eslovenia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,espa?a,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,micronesia,estados_federados_de_micronesia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_norte,estados_unidos_de_america,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,estonia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,etiopia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,filipinas,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,finlandia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,melanesia,fiyi,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,francia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,gab?n,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,gambia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,georgia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,ghana,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,granada,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,grecia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,micronesia,guam,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,guatemala,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,guayana,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,guinea,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,guinea_ecuatorial,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,guineabissau,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,haiti,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,honduras,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,hungria,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,indefinido,indefinido,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,india,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,indonesia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,irak,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_meridional,iran,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,irlanda,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,isla_de_aruba,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,islandia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,islas_caiman,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,polinesia,islas_cook,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,micronesia,islas_marshall,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,melanesia,islas_salom?n,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,islas_turcas_y_caicos,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,islas_virgenes_britanicas,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,israel,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,italia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,jamaica,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,jap?n,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,jordania,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,katar,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,kazajstan,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,kenia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,kirguistan,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,kuwait,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,laos,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,letonia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,libano,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,liberia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,libia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,lituania,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,luxemburgo,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,macedonia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,madagascar,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,malasia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,malawi,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,maldivas,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,mali,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,malta,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,mancomunidad_de_dominica,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,marruecos,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,mauricio,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,mauritania,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_norte,mexico,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,moldovia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,m?naco,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,mongolia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,montenegro,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,mozambique,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,myanmar(birmania),0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,namibia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,nepal,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,niger,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,nigeria,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,noruega,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,australia_y_nueva_zelanda,nueva_zelanda,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,oman,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,paises_bajos_[hld],0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,paises_bajos_[nld],0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,pakistan,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,micronesia,palau,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,palestina,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,panama,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,melanesia,papua_nueva_guinea,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,paraguay,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,peru,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,polonia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
